#{"t_start": 1776510103.5959845, "env_id": "None"}
r,l,t
-348.640924,8,103.390996
-1127.498915,9,103.395804
-694.944587,9,103.399013
-600.407799,8,103.401808
-13714.149385,10,103.405203
-9092.333191,11,103.409364
-2037.769296,9,103.413431
-1067.084467,9,103.416587
-355.801941,16,103.421878
-4454.853333,9,103.425014
-1453.84683,10,103.428949
-386.637658,8,103.43173
-1023.030697,9,103.435216
-5874.02358,10,103.438817
-6971.948127,9,103.44333
-4697.646301,9,103.44675
-3363.388656,9,103.449754
-4159.646852,15,103.454802
-250.456296,8,103.457506
-1468.714011,9,103.461169
-988.190445,9,103.463703
-256.09981,8,103.465764
-154.873777,8,103.467849
-87.611746,8,103.469858
-143.473579,9,103.472223
-1648.282529,9,103.474554
-1930.529386,9,103.478365
-641.986563,10,103.481836
-1105.293788,9,103.484938
-668.983131,8,103.487683
-576.709365,8,103.490578
-316.815121,10,103.494168
-128.521486,8,103.497006
-89.480861,8,103.499734
-2240.490486,9,103.502774
-5567.442161,10,103.506158
-116.598823,8,103.509091
-1486.796036,9,103.512355
-241.095402,8,103.515157
-4516.836473,11,103.51875
-130.062934,8,103.521525
-278.487522,8,103.52487
-2292.869652,10,103.532364
-4619.63789,10,103.535064
-4780.138504,11,103.538
-3232.643119,10,103.541811
-1168.817807,9,103.548505
-2623.401086,13,103.551792
-800.759011,9,103.554172
-150.548167,8,103.557078
-4853.322696,11,103.563747
-586.215124,8,103.568993
-23311.167391,10,103.571988
-761.565148,8,103.574164
-949.396,10,103.57725
-248.747175,8,103.579494
-2216.598449,9,103.581801
-1516.371205,9,103.584166
-1116.190204,9,103.586589
-712.191239,9,103.588938
-2169.786026,9,103.591272
-328.905802,8,103.593467
-1569.258906,9,103.595797
-4578.672291,13,103.599032
-393.98281,8,103.601187
-1035.016272,9,103.60436
-148.606646,8,103.607124
-1670.397397,9,103.610273
-10600.428284,10,104.29179
-1113.108767,9,104.29576
-4490.081244,9,104.29889
-101.767872,8,104.30175
-992.549374,10,104.305269
-572.129203,16,104.310879
-610.957944,9,104.314055
-6836.844439,10,104.317559
-2199.706607,9,104.320669
-1232.277167,9,104.323898
-3511.838627,9,104.32792
-5411.27157,11,104.332424
-2008.068585,9,104.3362
-4491.832931,10,104.338805
-763.449803,8,104.341943
-422.782704,9,104.344571
-563.734031,8,104.34682
-2288.788186,9,104.349178
-89.408154,8,104.35133
-158.062944,8,104.353554
-447.060242,8,104.355675
-991.043753,9,104.35894
-599.589138,8,104.361906
-5376.344822,9,104.365085
-335.719385,8,104.367963
-531.137752,12,104.373053
-100.871994,8,104.378183
-3961.658171,10,104.380899
-429.098033,8,104.383248
-3678.193361,9,104.385565
-113.24141,7,104.387576
-53442.563869,11,104.392449
-5042.480762,9,104.397097
-542.68163,9,104.39969
-103.799781,8,104.401876
-1357.930935,9,104.405076
-104.973593,10,104.409078
-2278.931894,10,104.412999
-264.223771,9,104.416241
-605.363858,9,104.419558
-1703.595557,9,104.422866
-14604.684139,10,104.426553
-1444.598786,9,104.429806
-2635.527157,9,104.433045
-1076.015509,9,104.436546
-1005.896649,9,104.439856
-378.676419,8,104.444849
-296.624989,8,104.44753
-2696.488398,9,104.45002
-442.547746,9,104.452915
-323.631497,8,104.455163
-4556.116116,9,104.457529
-4719.487243,9,104.460279
-9168.3281,10,104.462911
-159.639816,9,104.465325
-1522.235841,10,104.46936
-1572.772367,9,104.4729
-3571.304713,9,104.47634
-553.803103,8,104.481289
-4773.419537,9,104.484838
-669.474098,8,104.487671
-121.366434,8,104.490439
-2222.005569,9,104.493904
-13833.160116,11,104.496989
-6802.629244,11,104.500258
-378.971746,8,104.50237
-1556.70769,9,104.504861
-127.055627,8,104.507015
-1880.2573,9,104.511079
-517.263936,8,104.513412
-1621.426785,9,104.51629
-4510.998234,15,104.520515
-3160.860706,9,104.523101
-524.049324,9,104.525723
-1543.42973,9,104.528454
-1160.525212,9,104.531772
-1077.427507,9,104.535024
-4523.781089,10,104.538573
-3806.751223,9,104.54186
-1142.506612,12,104.546792
-2396.385754,11,104.550714
-5235.956302,10,104.55424
-5231.590833,10,104.557847
-350.868787,8,104.561023
-752.951758,9,104.564409
-740.783337,8,104.56724
-7483.414736,11,104.571074
-4571.522744,10,104.574453
-10445.440844,10,104.579431
-365.105232,10,104.58301
-9271.562024,10,104.586438
-4700.512524,9,104.589586
-4664.342845,10,104.593897
-683.876686,8,104.596747
-3969.978344,10,104.600355
-82.478042,9,104.603601
-1072.972937,9,104.606734
-3587.056255,9,104.611823
-641.153754,8,104.614036
-150.17717,8,104.616306
-7193.345762,11,104.619178
-652.793919,9,104.621589
-5328.054773,9,104.625886
-690.300407,8,104.628335
-2246.979517,13,104.63703
-5170.977762,10,104.639767
-992.83533,10,104.64634
-120.69324,8,104.649216
-1249.619439,9,104.651772
-4218.356865,10,104.654386
-1743.687758,9,104.657555
-8779.085754,10,104.664648
-76.651903,8,104.668889
-4418.213251,11,104.673166
-93.996118,9,104.676517
-114.64935,8,104.682272
-8881.59578,10,104.691229
-629.775334,8,104.698312
-1120.771041,9,104.706062
-101.196592,8,104.71032
-1141.850807,9,104.71313
-689.368466,8,104.715642
-750.723801,9,104.718266
-126.877345,8,104.720825
-1178.934268,13,104.725747
-377.111155,8,104.729017
-114.256053,8,104.732013
-1598.86765,15,104.737318
-4373.244701,9,104.740723
-2319.861376,10,104.744781
-494.624198,8,104.747949
-695.083409,9,104.751371
-6848.115937,9,104.754937
-2298.100666,9,104.759094
-1148.457996,9,104.762583
-2495.708041,10,104.767351
-551.836913,8,104.770845
-406.717534,9,104.774622
-1193.1968,10,104.778793
-8431.10603,11,104.78305
-124.893623,8,104.786496
-644.744633,10,104.790458
-677.730082,10,104.794774
-3877.947558,10,104.797841
-4539.539215,11,104.802228
-111.980363,7,104.805142
-561.839997,8,104.809901
-345.496526,8,104.813217
-254.028103,9,104.816865
-119.899511,7,104.819679
-355.234458,8,104.822771
-1262.133844,9,104.826258
-441.412666,8,104.829463
-1094.084108,9,104.833118
-1795.738348,10,104.836987
-1755.489834,9,104.840523
-2177.754968,10,104.845717
-2377.848187,9,104.849535
-99.612521,8,104.85273
-1127.603787,9,104.856265
-128.975802,7,104.858842
-4190.433753,13,104.864372
-5697.805403,11,104.868839
-4391.688343,10,104.872746
-85.480984,8,104.877316
-4249.384698,9,104.881533
-246.011721,8,104.884775
-767.40713,9,104.888375
-420.159057,8,104.89268
-143.401877,9,104.897378
-518.194263,8,104.900712
-2267.824065,10,104.904567
-2261.523715,10,104.910107
-928.343328,8,104.917375
-672.890344,8,104.926765
-4751.305259,10,104.933049
-448.865374,9,104.935985
-100.642452,8,104.938595
-2433.584059,10,104.944462
-1015.079387,9,104.948664
-4167.538948,9,104.957513
-4539.22743,9,104.963106
-4565.540705,9,104.966083
-3611.235483,9,104.97477
-1140.547546,9,104.98144
-1116.25683,9,104.984798
-129.66849,8,104.987443
-1444.008161,9,104.991712
-1703.459603,9,104.995552
-4769.719504,9,104.999062
-4333.021599,12,105.003913
-1140.196648,9,105.007954
-2251.071242,10,105.015826
-1058.608738,10,105.018917
-287.204537,8,105.022459
-308.857469,8,105.0262
-1637.257337,9,105.030016
-2645.902478,9,105.03371
-743.585333,8,105.040353
-2505.377434,9,105.045297
-5722.416156,11,105.049862
-90.68749,7,105.053161
-4614.792088,9,105.056798
-5740.53953,10,105.062207
-676.884725,8,105.064822
-120.702434,8,105.06887
-4793.730077,9,105.07238
-107.706059,8,105.075404
-586.416012,9,105.078331
-364.393364,8,105.086194
-1726.517849,14,105.094637
-1133.879918,9,105.097392
-1215.407358,9,105.101248
-125.562304,7,105.104333
-589.326518,9,105.107991
-7143.750956,10,105.112252
-139.286941,7,105.115305
-1024.182482,9,105.118874
-903.014234,8,105.122087
-1198.445338,9,105.125986
-4304.372051,9,105.129711
-2655.957533,12,105.134556
-1987.613834,10,105.138633
-682.726194,8,105.887411
-903.25436,8,105.89045
-100.671239,8,105.892876
-5536.352129,14,105.896568
-1072.087144,10,105.899306
-4049.658723,10,105.902549
-1079.527166,9,105.904958
-573.744208,9,105.907529
-248.691895,8,105.909772
-125.143826,8,105.912019
-930.830586,13,105.915306
-99.511488,10,105.918528
-1450.269655,9,105.921775
-1041.29427,9,105.926299
-4317.85797,9,105.929944
-1135.029184,9,105.932373
-342.305632,11,105.936433
-1178.426322,9,105.939571
-146.90439,8,105.942208
-4394.186285,9,105.94823
-774.76044,9,105.951941
-126.985306,7,105.954378
-3042.687449,9,105.957513
-3317.228001,10,105.961167
-757.403425,10,105.964676
-123.828363,8,105.967802
-4926.619286,10,105.971345
-1039.098769,9,105.974649
-4649.133443,9,105.977872
-720.37512,9,105.981413
-4402.896242,10,105.984994
-4542.111239,9,105.988087
-7508.469797,11,105.991951
-3243.399912,9,105.995745
-263.414038,10,106.0
-3065.128049,9,106.00311
-4309.995663,9,106.00619
-2235.660955,9,106.009428
-6478.671086,11,106.013403
-4735.95896,9,106.016628
-596.125496,9,106.019855
-1035.283361,9,106.02299
-280.068335,12,106.026456
-5647.023124,9,106.031107
-146.185005,8,106.034144
-111.504838,8,106.036957
-688.607782,9,106.040136
-5022.416561,10,106.045155
-5174.243328,10,106.048829
-4850.783091,9,106.052042
-4250.804298,10,106.055475
-431.820061,8,106.058359
-280.094781,8,106.061685
-1586.722216,9,106.06847
-144.035231,8,106.071683
-1135.806901,9,106.077229
-1486.178209,9,106.080503
-387.811489,8,106.083339
-582.033867,8,106.086025
-372.558554,8,106.088824
-424.732815,8,106.091931
-991.030864,9,106.095359
-6093.629212,9,106.098585
-571.645853,8,106.101402
-128.41613,8,106.104166
-403.181345,14,106.10923
-256.725703,8,106.112125
-94.645516,8,106.114897
-501.411746,8,106.11775
-1570.876937,9,106.12087
-14132.548493,10,106.124717
-1308.220309,9,106.128008
-3529.782387,9,106.131181
-720.79473,8,106.133944
-733.642747,8,106.136664
-549.970604,9,106.140017
-3215.636876,9,106.14323
-384.961338,8,106.146049
-7268.07406,11,106.149868
-1393.507313,9,106.15297
-2593.692744,10,106.156625
-88.291131,8,106.159551
-777.941509,8,106.162387
-318.542244,8,106.165165
-774.949775,8,106.168004
-1600.871476,9,106.171267
-1748.876486,9,106.174288
-3613.507742,9,106.177507
-1755.719181,9,106.180608
-2136.548171,9,106.183805
-1935.27259,11,106.187611
-648.001639,10,106.190895
-159.050208,8,106.193804
-763.713078,9,106.196913
-1163.172112,9,106.200027
-137.027263,8,106.203087
-1130.307776,10,106.206511
-1258.35117,9,106.209622
-137.136185,8,106.212483
-2642.142205,10,106.215881
-2521.907994,10,106.219591
-112.739126,7,106.222108
-841.5188,8,106.225014
-2266.736063,9,106.228141
-226.73961,8,106.230804
-384.819134,10,106.234797
-1186.631012,9,106.237856
-575.487876,8,106.240623
-791.153993,10,106.244116
-4248.545646,9,106.247239
-6235.190939,10,106.251189
-4453.315796,10,106.254739
-1146.961722,12,106.258658
-407.710796,8,106.261488
-584.140854,9,106.263901
-743.419512,9,106.267039
-1494.238709,10,106.270448
-2284.282776,12,106.274696
-4331.26948,10,106.278209
-2264.31599,9,106.281308
-105.760466,7,106.283839
-1259.361499,9,106.286806
-3977.59361,10,106.29012
-4298.652357,10,106.293581
-5715.331989,10,106.297376
-138.419612,8,106.300192
-415.512583,8,106.302853
-4575.618264,9,106.305142
-5021.731336,9,106.308434
-1583.656138,11,106.312043
-3002.144183,9,106.315007
-111.436393,8,106.317312
-140.742387,8,106.31945
-4328.77075,9,106.321795
-1047.809446,9,106.325182
-1141.166847,11,106.331359
-4594.219198,9,106.333869
-376.978884,8,106.336085
-89.037589,8,106.338248
-587.476536,8,106.343318
-65.035207,8,106.346642
-1261.411937,9,106.349758
-1547.453163,9,106.352848
-5231.248186,10,106.356186
-661.704825,9,106.359482
-26041.516694,12,106.363849
-4097.747134,9,106.36697
-344.317422,9,106.370058
-7203.286619,10,106.373396
-1014.290657,9,106.376729
-133.90454,8,106.379627
-112.007564,8,106.382299
-759.03974,9,106.385401
-4679.355249,10,106.388689
-273.626655,8,106.391479
-941.900664,9,106.395072
-1020.489524,9,106.398131
-4457.610131,10,106.401466
-991.514647,10,106.405057
-655.988743,9,106.409745
-889.636169,8,106.412138
-4537.107276,9,106.41456
-2283.568546,9,106.417006
-5856.253845,11,106.41995
-880.43899,8,106.422101
-322.380188,8,106.425457
-288.657043,8,106.427785
-108.214919,8,106.430034
-4179.422032,10,106.432569
-125.762517,8,106.434721
-7215.375227,9,106.437011
-10809.673918,10,106.43977
-3225.321303,9,106.443567
-135.736731,8,106.446349
-2867.634718,9,106.449492
-1025.541121,10,106.453057
-740.683843,9,106.456317
-459.196566,9,106.459662
-268.571829,8,106.462468
-264.356443,8,106.465268
-1161.38426,10,106.468668
-347.634895,8,106.471874
-2254.580495,11,106.476072
-120.713404,8,106.479019
-1517.129076,9,106.482131
-4700.560041,9,106.485349
-654.901186,8,106.488284
-417.936082,8,106.491078
-4941.987525,9,106.494208
-17942.039139,10,106.49766
-1901.185095,9,106.500801
-5293.529751,10,106.504437
-12461.838455,10,106.507999
-1010.324138,9,106.511062
-351.566322,8,106.513982
-1051.912995,8,106.516732
-1700.73034,9,106.520043
-643.74551,8,106.522809
-3563.94247,16,106.528316
-260.894269,8,106.531142
-1242.079944,9,106.534229
-2271.729142,10,106.537807
-248.72525,10,106.541322
-167.450188,8,106.544225
-788.86706,9,106.547404
-646.515905,8,106.550171
-3122.857188,9,106.55345
-1709.737347,9,106.556563
-5788.235538,9,106.559534
-94.239521,8,106.561694
-753.894353,9,106.565482
-958.046088,8,106.569548
-4530.129952,10,106.572289
-1183.471498,10,106.575311
-120.845669,8,106.577578
-703.893971,8,106.579744
-9315.558593,12,106.583524
-4939.404097,9,106.586937
-564.536215,11,106.59122
-2075.804392,9,106.593887
-336.138012,8,106.596144
-1254.157394,9,106.599201
-328.164057,9,106.602526
-4624.832868,9,106.60587
-2286.298582,11,106.61107
-3873.158869,9,107.340139
-2300.155905,13,107.344267
-108.374572,8,107.346693
-6571.781251,10,107.349342
-1012.829423,9,107.352312
-4707.294965,15,107.358691
-142.612176,7,107.36137
-149.825801,8,107.364245
-665.810809,9,107.367426
-84.034122,8,107.370511
-3902.038664,9,107.373755
-2083.317306,9,107.377208
-4405.884958,9,107.380353
-366.709815,10,107.384025
-107.894091,8,107.387025
-752.010865,8,107.389911
-5121.879422,9,107.393131
-1617.249193,10,107.396627
-3539.767021,9,107.399875
-5571.591887,12,107.404199
-279.016022,8,107.407208
-4382.472046,9,107.4104
-1498.118701,9,107.413655
-4678.307101,9,107.417225
-2279.6155,10,107.420874
-251.040936,12,107.425214
-350.074346,9,107.428746
-1419.037565,11,107.432642
-8893.312054,10,107.436204
-613.619527,8,107.439019
-4265.423031,9,107.442223
-716.406649,9,107.445543
-2117.072417,9,107.44885
-1597.008996,9,107.452072
-258.53974,8,107.45474
-3498.552424,9,107.458425
-1199.399317,9,107.461553
-579.388204,9,107.464917
-1590.796102,9,107.468015
-440.593979,8,107.470792
-275.799173,8,107.473544
-5098.554403,9,107.476272
-348.301586,8,107.479043
-630.314036,9,107.482244
-4341.818871,11,107.485927
-261.544915,8,107.488681
-2261.987623,10,107.491837
-1255.878355,9,107.496662
-1127.886787,9,107.503152
-1194.554593,9,107.505525
-4696.83994,9,107.509833
-2251.117554,11,107.513593
-158.180706,8,107.516466
-2198.77281,9,107.519628
-8735.752653,10,107.523024
-128.426314,8,107.526287
-4351.931878,9,107.529723
-1274.12728,9,107.532955
-352.847115,8,107.535688
-667.780392,11,107.539381
-1980.037633,9,107.543434
-135.298302,8,107.54562
-20351.258215,10,107.548281
-154.672031,7,107.550203
-145.968152,8,107.552381
-1215.715088,9,107.557956
-1441.612091,14,107.565083
-328.783815,8,107.567329
-2197.732888,9,107.569751
-613.87362,9,107.572631
-4569.091149,9,107.57601
-127.481453,7,107.578554
-543.37992,10,107.581991
-92.812478,8,107.584795
-158.034454,8,107.588081
-1442.366071,9,107.591298
-543.989735,11,107.595094
-763.656328,8,107.597864
-142.31868,8,107.600551
-666.506192,9,107.603847
-80.845476,8,107.606611
-154.501943,8,107.60961
-1109.24812,9,107.612835
-238.43977,8,107.615528
-119.758796,8,107.618592
-90.74756,8,107.62144
-138.523825,8,107.625144
-705.209848,9,107.631868
-410.818127,8,107.636067
-993.076705,9,107.639177
-4911.351357,9,107.642506
-936.279533,11,107.646313
-1008.743649,9,107.64942
-4576.595833,9,107.65278
-1166.186958,9,107.655863
-4841.117315,10,107.659344
-5789.726638,9,107.662743
-1160.411449,9,107.6699
-1229.573688,9,107.675674
-654.98554,8,107.677887
-1454.006793,11,107.68083
-1060.201872,8,107.683905
-969.940863,9,107.687156
-1224.658462,9,107.690279
-364.09562,8,107.693336
-1274.440124,9,107.69659
-104.391945,8,107.69954
-613.894601,10,107.703089
-722.519547,9,107.70615
-1227.489384,9,107.709375
-101.479251,7,107.711909
-455.111237,9,107.71522
-10686.137521,10,107.718608
-265.930539,8,107.721445
-1179.941205,9,107.724625
-4494.112273,9,107.727765
-1029.471604,9,107.7314
-4788.431693,10,107.736071
-6540.240096,10,107.740753
-606.479737,9,107.746336
-4396.378159,10,107.74987
-11409.122352,11,107.753797
-675.508436,8,107.756738
-439.478647,11,107.761002
-1111.966206,14,107.765814
-839.586245,10,107.769263
-397.430292,8,107.772054
-1013.082978,9,107.77537
-1791.361009,9,107.778676
-61.03141,8,107.781416
-6854.021628,9,107.78455
-122.398158,8,107.787237
-249.05649,8,107.789901
-2540.218793,13,107.795492
-330.174308,8,107.801394
-1222.669621,10,107.80611
-4373.283734,10,107.8098
-75.176318,8,107.812648
-65.67722,8,107.815466
-970.183878,10,107.81882
-118.319612,7,107.82124
-113.446189,8,107.825745
-2724.500102,10,107.830142
-446.669042,9,107.832514
-1336.519384,11,107.835369
-10691.230636,10,107.842647
-278.55961,8,107.846838
-2282.592641,12,107.849888
-2261.189137,9,107.856156
-124.383768,8,107.862823
-1055.895551,9,107.869366
-11355.98934,11,107.876567
-1085.079385,9,107.878997
-1473.319546,10,107.881623
-1640.181774,9,107.883916
-8421.601858,10,107.88654
-2114.916769,9,107.889577
-1670.403199,9,107.892432
-117.317235,8,107.894528
-8976.540874,10,107.897149
-264.707049,9,107.899507
-269.993415,8,107.901605
-137.425697,7,107.903514
-382.752653,8,107.906438
-3090.711217,9,107.909808
-2318.686603,9,107.912981
-1492.042672,9,107.915955
-1560.518343,9,107.919027
-1237.328553,10,107.923059
-764.342015,9,107.926511
-594.328147,8,107.929602
-1648.410307,9,107.932359
-496.720396,9,107.93469
-2568.336959,9,107.937756
-2148.519184,9,107.941303
-6880.974245,10,107.944782
-130.722852,8,107.947519
-5971.683852,11,107.951231
-150.498827,8,107.954131
-392.291762,8,107.956836
-998.679781,9,107.960048
-1616.703407,9,107.963087
-679.361082,8,107.965791
-422.622453,8,107.968605
-718.841514,12,107.972673
-13851.230608,10,107.9762
-4934.299609,10,107.979685
-293.325607,8,107.982472
-3547.818927,10,107.98594
-310.921888,9,107.988935
-4077.088751,9,107.991992
-36481.120462,12,107.996396
-2858.789304,9,108.001402
-1089.250949,9,108.004902
-115.129668,7,108.006743
-108.74652,8,108.010399
-32904.530252,11,108.013404
-127.379462,7,108.015643
-1194.034373,9,108.019111
-4112.939749,9,108.022305
-603.331048,9,108.025624
-1489.336672,9,108.028876
-1024.761269,9,108.032179
-1102.787492,9,108.035177
-398.206178,8,108.038001
-4931.549855,10,108.041348
-2117.987177,9,108.044459
-2239.754401,12,108.048905
-310.768473,8,108.05173
-217.552934,9,108.054742
-2059.317992,9,108.058002
-92.143471,8,108.060793
-291.30388,14,108.065748
-1058.886466,9,108.068839
-888.007971,8,108.071653
-104.076358,7,108.074298
-5741.129541,9,108.077395
-2049.715546,9,108.080777
-331.290176,8,108.083611
-2390.245304,10,108.086933
-8112.747188,9,108.090007
-435.214531,8,108.092679
-689.490766,9,108.095195
-367.683592,9,108.098133
-245.48929,8,108.100413
-8234.031252,9,108.78503
-1158.717023,9,108.788325
-286.516821,9,108.793427
-96.035789,8,108.796687
-699.345636,9,108.800019
-151.823979,8,108.802914
-4284.844911,9,108.806145
-372.652017,10,108.811455
-7545.99814,10,108.81512
-1144.611933,9,108.818369
-3963.962108,10,108.822036
-7803.725902,10,108.826209
-630.224097,8,108.829185
-347.145287,8,108.832145
-312.003067,8,108.834965
-222.930464,8,108.837866
-105.566698,8,108.842548
-1994.408001,10,108.849574
-705.955539,9,108.853445
-2205.54651,11,108.861468
-3305.8907,9,108.867492
-373.162762,8,108.869828
-11369.517709,10,108.873044
-1074.140472,9,108.876037
-531.071546,9,108.87852
-288.630022,8,108.880707
-94.021695,8,108.882903
-118.4614,8,108.885082
-305.502343,9,108.887484
-4846.617266,10,108.89089
-550.579727,8,108.893144
-1896.197716,9,108.895699
-261.660779,8,108.897799
-73.20214,8,108.900014
-2306.997382,9,108.902349
-660.324252,9,108.905715
-6162.836337,10,108.908973
-400.013386,9,108.911878
-548.655319,8,108.91404
-108.016728,7,108.915961
-6100.534243,9,108.918365
-2284.056887,9,108.921671
-1200.210341,9,108.924954
-3648.281965,10,108.928507
-1201.5735,10,108.93197
-127.979554,10,108.935228
-4361.148618,11,108.939075
-74.451171,8,108.941738
-364.545953,8,108.944073
-257.760384,9,108.946486
-2297.845851,11,108.949306
-4474.213764,11,108.952739
-2167.728832,10,108.955422
-5797.610907,10,108.958259
-588.914864,8,108.960529
-13034.680782,10,108.963354
-111.562484,11,108.966337
-4803.124668,9,108.969472
-4656.029981,9,108.972657
-4337.113845,9,108.976631
-5056.80045,10,108.979248
-1206.637505,9,108.981597
-5552.695284,9,108.984765
-5391.173147,10,108.988138
-884.556717,12,108.993121
-684.305916,9,108.995508
-11859.259892,10,108.998063
-6043.653499,9,109.000754
-1552.008584,10,109.003409
-732.561305,8,109.00857
-6022.816972,10,109.015482
-576.03783,8,109.01831
-1654.675546,9,109.021356
-2257.870153,9,109.024384
-627.962571,9,109.027087
-274.597851,8,109.029357
-98.535658,7,109.031937
-391.055095,8,109.034611
-116.018118,10,109.03811
-850.741215,8,109.040972
-2285.875699,9,109.044162
-89.81744,8,109.047297
-110.36592,7,109.049752
-1759.303876,9,109.052823
-620.121052,9,109.056026
-230.297546,9,109.059325
-3879.11297,10,109.063332
-1004.675111,12,109.067913
-4700.320218,9,109.071317
-166.675354,8,109.074296
-1166.568826,9,109.078516
-1548.587996,9,109.081867
-13972.634931,10,109.085541
-3366.468512,11,109.089465
-4885.419643,9,109.093132
-229.107045,9,109.095979
-85.625986,8,109.098269
-4139.864886,9,109.103759
-95.182254,8,109.106262
-396.306404,13,109.112304
-7675.22433,10,109.116023
-1123.707899,9,109.119398
-72.198761,8,109.122821
-8524.970721,10,109.131808
-386.830361,10,109.137321
-125.694492,8,109.140486
-667.029902,8,109.143698
-2343.079884,9,109.146918
-1556.428242,9,109.150174
-2354.769101,9,109.153494
-3136.726351,9,109.159516
-1133.856635,9,109.162056
-1164.898518,9,109.16465
-1241.09903,9,109.167066
-2685.561152,9,109.169656
-704.890922,9,109.172803
-2543.563933,11,109.176967
-344.960571,10,109.180519
-1663.114736,9,109.183851
-1970.776951,10,109.187469
-85.833607,8,109.190293
-139.510209,8,109.193284
-118.594334,8,109.196145
-1021.961314,11,109.199997
-2228.92432,9,109.203744
-399.589832,8,109.206539
-2294.012707,10,109.210072
-3763.190053,10,109.213693
-2237.056588,9,109.216906
-2525.403547,10,109.220556
-140.653487,8,109.22358
-247.764725,8,109.225953
-4502.312599,14,109.22957
-318.964358,9,109.232119
-796.803204,9,109.235072
-6577.980615,9,109.237421
-910.165524,9,109.239849
-275.780864,8,109.242399
-398.845511,8,109.244696
-799.689366,8,109.246829
-4679.525618,9,109.249266
-258.93651,8,109.251714
-132.39295,7,109.253685
-240.441513,9,109.256077
-4608.881465,10,109.260243
-741.000638,9,109.262699
-2888.053516,9,109.265109
-339.028625,8,109.267425
-125.271295,7,109.269305
-2353.734615,9,109.271831
-139.118426,8,109.275588
-3540.346356,9,109.277994
-310.974797,11,109.281017
-1318.001744,9,109.283786
-1138.254842,9,109.286371
-758.449802,8,109.288646
-243.579469,8,109.292379
-1104.15813,9,109.29511
-80.252584,8,109.297932
-4131.507122,9,109.301296
-123.934792,9,109.304399
-2245.050703,9,109.307787
-239.34105,9,109.311018
-143.452739,11,109.315005
-559.783866,9,109.318104
-1411.751067,9,109.321227
-1206.425703,9,109.324507
-363.927654,8,109.327569
-1265.499777,15,109.333396
-657.801008,8,109.336415
-4320.292546,10,109.340945
-329.509907,8,109.345585
-112.018794,9,109.348877
-451.475695,8,109.35189
-5974.634578,11,109.355847
-124.432467,8,109.36047
-945.403527,9,109.363912
-424.331375,10,109.367625
-413.49809,9,109.370912
-144.389033,8,109.374531
-120.861345,7,109.377949
-4337.245579,12,109.382345
-395.373715,8,109.385324
-4705.593189,10,109.388905
-1266.954473,10,109.392874
-1433.716518,9,109.396211
-140.27822,11,109.400084
-4557.238578,9,109.403154
-660.763185,9,109.406468
-101.627319,8,109.409768
-1104.13591,8,109.41261
-4800.080598,9,109.415792
-127.098414,8,109.418552
-606.758105,12,109.422894
-2248.625352,9,109.426387
-125.513462,9,109.429643
-227.186744,9,109.43277
-108.305488,7,109.435189
-102.824424,8,109.437977
-2527.270058,9,109.441604
-5745.855381,10,109.445218
-1489.545861,10,109.448763
-116.76106,7,109.451291
-1488.446912,10,109.454948
-557.952904,10,109.458227
-1087.886175,9,109.460772
-714.494471,9,109.463139
-1072.669338,9,109.465554
-2050.126277,9,109.468007
-3284.803118,9,109.471087
-4473.014022,9,109.475625
-4033.305475,10,109.478333
-1164.522307,9,109.480768
-2905.429519,9,109.483252
-9947.081589,10,109.486312
-1096.5291,9,109.488839
-1171.695979,10,109.492042
-6628.940434,10,109.494698
-1472.277783,9,109.497284
-747.071981,8,109.49943
-1748.170906,9,109.502274
-2216.33686,9,109.506546
-727.803051,8,109.508993
-9456.050219,10,109.511837
-4541.167043,9,109.514295
-290.416213,8,109.516433
-5731.823204,10,110.20926
-671.124694,9,110.212575
-33260.491793,12,110.216671
-118.195696,8,110.219496
-302.97571,8,110.222621
-4767.978084,11,110.226682
-1599.935745,9,110.229981
-125.235151,8,110.232777
-986.469729,9,110.236027
-2044.574476,9,110.239268
-622.38405,10,110.243426
-10087.405029,10,110.246157
-650.908261,9,110.24863
-5879.998331,10,110.251263
-1898.17431,9,110.253906
-602.603251,8,110.256113
-5932.843673,10,110.259188
-101.165237,8,110.261665
-1193.501306,11,110.264622
-547.750603,9,110.267077
-118.32602,8,110.26957
-5065.83612,9,110.272008
-85.398293,8,110.274237
-661.739635,9,110.276773
-677.514113,8,110.278898
-233.754768,9,110.281199
-4354.467696,9,110.283597
-4141.162218,10,110.286679
-2119.49031,9,110.292006
-357.065357,8,110.294431
-617.689351,13,110.297918
-435.800949,8,110.301204
-3494.19319,9,110.303694
-1260.265208,9,110.306516
-1423.217623,9,110.31008
-1742.359515,9,110.312648
-4644.62738,9,110.315309
-1399.231757,9,110.318522
-81.29422,8,110.321271
-340.843951,9,110.326755
-1114.769522,9,110.329242
-711.387839,9,110.332315
-377.854104,9,110.335535
-124.869551,8,110.338279
-1680.434811,9,110.342413
-123.963108,8,110.344682
-2248.714303,9,110.347527
-7124.358958,10,110.351083
-5269.344303,9,110.354414
-4828.247459,10,110.360563
-146.772646,7,110.363846
-2767.811979,9,110.366991
-4300.453562,9,110.370257
-16637.143102,13,110.377631
-2392.107025,9,110.381361
-662.023111,9,110.383818
-609.627232,9,110.386297
-544.344789,8,110.388422
-2292.204731,12,110.393254
-2252.012593,9,110.396968
-1849.209019,9,110.400275
-2343.040081,9,110.403469
-662.566441,9,110.406761
-1171.702135,9,110.409331
