#{"t_start": 1776510103.5959845, "env_id": "None"}
r,l,t
-11901.259396,10,183.744749
-608.438333,11,183.74905
-145.858908,8,183.752981
-1266.109091,12,183.759832
-3718.675083,9,183.763399
-4633.253369,9,183.767143
-779.78266,8,183.770878
-233.676461,8,183.777363
-719.756827,8,183.781831
-550.295146,9,183.785432
-2287.776632,9,183.788647
-9020.737997,12,183.792789
-268.137912,8,183.796862
-4858.976295,10,183.804563
-2222.965329,10,183.812258
-2267.338588,9,183.81918
-4449.535629,9,183.824236
-4193.673684,9,183.827195
-354.863101,8,183.830075
-1170.050756,10,183.833668
-593.690993,9,183.836985
-7331.329249,10,183.840237
-693.173073,8,183.843123
-4368.056844,9,183.846168
-785.675637,9,183.849273
-565.353482,8,183.852358
-167.469049,8,183.855161
-319.947794,8,183.857756
-2189.346259,9,183.862253
-1755.137562,9,183.865416
-7006.885724,10,183.872577
-628.293429,8,183.875397
-56.155355,8,183.878119
-2447.487909,9,183.8812
-1426.739134,9,183.884608
-4568.028289,11,183.888375
-415.938186,9,183.891981
-532.236337,8,183.894906
-112.469426,8,183.897832
-5116.818909,12,183.902402
-3731.344714,9,183.905764
-1019.634945,9,183.90962
-1482.35096,9,183.913375
-5551.620114,10,183.919667
-2269.936766,10,183.925192
-306.03284,8,183.928418
-4182.193258,10,183.935639
-1004.727325,9,183.944031
-1026.03627,9,183.946833
-335.130184,8,183.949355
-130.034101,7,183.951529
-1626.891677,9,183.95536
-4493.402008,9,183.959124
-67.226103,13,183.964179
-1109.624201,9,183.967844
-4523.360116,9,183.971526
-687.008106,8,183.974733
-566.763311,9,183.978234
-995.720215,9,183.981619
-622.61941,9,183.985119
-1107.097232,11,183.989446
-115.065905,8,183.99241
-559.4214,9,183.995965
-938.167881,8,183.999018
-4902.692323,9,184.002632
-494.885107,10,184.006426
-1754.511014,9,184.009799
-4501.920367,12,184.014154
-90.208232,8,184.01746
-3950.823183,9,184.021091
-638.945114,9,184.024445
-4351.355756,9,184.027827
-284.666771,8,184.030805
-1216.266325,9,184.033816
-743.68556,8,184.036234
-292.065611,8,184.038441
-543.980632,9,184.040969
-2337.579492,12,184.044279
-964.053613,11,184.04721
-716.086638,9,184.051181
-2334.667296,10,184.055194
-898.205212,8,184.05797
-1730.467751,9,184.061172
-5789.227431,10,184.065353
-94.165067,8,184.068398
-286.730176,9,184.071752
-3528.210988,9,184.07489
-111.049474,8,184.077744
-79.207571,8,184.080791
-301.753077,8,184.084799
-757.591409,8,184.087261
-3824.125894,9,184.0912
-427.459992,9,184.09881
-720.408639,10,184.104294
-97.429902,8,184.106469
-1174.19055,9,184.109092
-2196.86261,9,184.111472
-1053.010877,9,184.115009
-1991.356042,13,184.11992
-260.44996,12,184.124214
-106.954767,8,184.127178
-366.230327,8,184.13304
-1069.360209,9,184.139293
-1098.232189,10,184.146783
-321.752242,8,184.153259
-91.184796,8,184.159371
-86.729516,8,184.165322
-583.398278,8,184.171064
-2260.029623,9,184.177785
-1187.583809,13,184.186897
-742.408492,9,184.193937
-7383.653417,10,184.200858
-1018.673355,9,184.207409
-638.569446,9,184.213632
-328.293201,8,184.218375
-1120.772649,13,184.221675
-2090.72706,9,184.224269
-4683.511953,10,184.226696
-1081.528649,9,184.22953
-131.129524,8,184.231729
-135.833074,7,184.23376
-5130.033836,10,184.236254
-1314.275579,9,184.239454
-615.366162,11,184.90291
-1418.44327,10,184.905648
-574.394181,9,184.908116
-1053.666472,9,184.910531
-111.373639,8,184.912706
-642.819802,9,184.915648
-653.562536,8,184.920584
-1082.478179,9,184.927039
-143.249962,8,184.929316
-6311.402064,10,184.932321
-4249.248329,9,184.935082
-4176.014174,9,184.940278
-143.751648,8,184.943998
-727.606337,9,184.949133
-83.77749,8,184.952001
-2028.531643,10,184.959266
-422.963964,8,184.964101
-245.308121,8,184.967106
-569.693913,8,184.970218
-6575.556275,10,184.973986
-5330.698229,10,184.979423
-108.279458,8,184.983419
-242.612645,8,184.986778
-1040.969828,9,184.98971
-608.664404,9,184.996501
-699.190012,8,185.001499
-3822.472654,10,185.005527
-1223.065198,9,185.011674
-6296.189953,12,185.022434
-140.258608,8,185.030939
-521.542974,9,185.039617
-143.46121,8,185.043211
-4705.196893,9,185.046944
-738.614508,9,185.051672
-159.952686,8,185.061467
-2290.481013,9,185.068239
-2291.443854,9,185.072928
-151.148909,8,185.076926
-4380.91949,9,185.080854
-91002.749542,12,185.085997
-1044.64887,9,185.09121
-1992.046147,9,185.094924
-10595.588283,10,185.102082
-1914.73317,9,185.109122
-4583.567654,10,185.113428
-4222.926344,10,185.117596
-1143.041265,9,185.123605
-350.554893,12,185.128497
-1158.726469,9,185.132417
-123.147995,8,185.137109
-6334.597007,12,185.142031
-977.991823,9,185.145744
-116.934337,7,185.148709
-121.659929,8,185.153994
-1167.556509,9,185.160365
-8419.374763,10,185.165481
-1199.367969,9,185.170412
-1027.569889,9,185.174546
-5098.702038,9,185.17877
-1068.485791,11,185.184851
-1492.757775,9,185.188802
-1761.772014,9,185.19266
-627.232874,9,185.196713
-234.712674,9,185.200886
-252.260487,8,185.204396
-101.86228,8,185.207902
-6533.736338,10,185.213843
-707.691191,8,185.220783
-68.506635,8,185.224916
-699.415273,9,185.229605
-3883.197559,10,185.238883
-999.827737,9,185.244155
-2296.224293,10,185.248599
-696.401984,9,185.25194
-7206.274222,10,185.259397
-118.356624,8,185.264488
-97.338813,8,185.268562
-733.337204,9,185.27295
-98.521715,9,185.278384
-371.546534,8,185.282448
-94.90092,8,185.288501
-125.872268,7,185.292008
-3952.881149,9,185.299271
-1126.052801,9,185.302579
-682.348648,9,185.305913
-1317.368135,9,185.310527
-693.359689,10,185.319838
-79.74342,8,185.322995
-617.404851,9,185.329671
-1185.966967,9,185.333123
-1240.795565,9,185.336383
-709.976367,9,185.342293
-5751.382001,10,185.345886
-2303.644271,9,185.349419
-1077.168618,9,185.352769
-247.865152,10,185.361068
-35960.430653,10,185.367919
-145.24749,8,185.371646
-1129.848777,9,185.375948
-818.723654,11,185.381436
-3944.065515,10,185.386634
-2387.108925,11,185.391552
-112.334724,7,185.394647
-1787.19769,9,185.398677
-550.648746,9,185.403165
-272.055926,8,185.406803
-2041.821845,9,185.410693
-2141.095765,9,185.414621
-2247.835272,9,185.418591
-157.886732,8,185.422012
-246.512367,8,185.425599
-6152.356026,10,185.42991
-434.519147,8,185.43357
-98.626124,8,185.43709
-584.965061,11,185.441734
-155.340575,8,185.445301
-152.85727,8,185.449042
-1147.732349,9,185.453069
-2650.297531,11,185.457735
-2051.535802,9,185.463645
-5673.402025,10,185.468324
-134.005937,8,185.471767
-2059.258095,9,185.475523
-1045.778679,9,185.479266
-1707.852215,9,185.484412
-142.274424,8,185.488059
-4259.036215,9,185.492418
-115.207231,8,185.495948
-1004.088629,10,185.500153
-17593.622444,10,185.504505
-556.841145,9,185.50844
-4993.131588,9,185.51213
-1093.014504,9,185.516184
-898.727529,8,185.5196
-4312.615357,9,185.52335
-4287.660176,9,185.527068
-14450.460293,11,185.531652
-991.822828,9,185.534435
-5285.310062,11,185.537922
-1010.808015,9,185.540792
-108.252377,8,185.543279
-1232.605322,10,185.547132
-4586.581939,10,185.551188
-4157.228747,11,185.555694
-138.282187,8,185.558932
-635.115728,8,185.562639
-104.029445,8,185.565978
-1790.876014,9,185.56955
-746.615485,9,185.573128
-2915.924716,11,185.577474
-4070.479476,10,185.581523
-4523.965472,10,185.585527
-2740.348438,9,185.588989
-904.220024,12,185.594362
-1333.563103,10,185.598378
-723.865636,9,185.601963
-92.386341,8,185.605116
-643.354607,9,185.608833
-1052.375804,9,185.61258
-286.474087,8,185.615832
-4210.79435,12,185.620363
-374.777113,8,185.623627
-542.082282,8,185.626751
-121.777697,8,185.629851
-4676.60648,10,185.633694
-1062.925896,9,185.637282
-319.739484,8,185.640742
-917.383918,8,185.644039
-1039.411449,9,185.647595
-4945.486199,9,185.651113
-156.165488,8,185.654329
-727.990159,9,185.65844
-702.762932,9,185.662062
-582.384012,9,185.667254
-10820.207898,10,185.670585
-1003.80161,9,185.678592
-991.442357,9,185.684332
-1667.884822,9,185.688643
-123.492406,8,185.692054
-2040.108032,9,185.695697
-1675.858284,9,185.699192
-255.013223,8,185.702396
-4651.667447,10,185.706871
-136.011114,7,185.709783
-1055.9606,9,185.713443
-239.894689,8,185.716733
-5738.243617,10,185.723736
-1494.826209,9,185.730429
-791.742449,9,185.733585
-640.642752,11,185.738762
-502.866577,9,185.742258
-1558.203903,11,185.747511
-770.379485,8,185.750359
-737.640467,10,185.756292
-2251.293314,9,185.763855
-24300.239517,12,185.769428
-7457.70886,10,185.773599
-94.822144,8,185.776185
-101.957142,7,185.782201
-4107.793798,10,185.788206
-380.09913,11,185.792647
-618.654573,11,185.797056
-277.39558,9,185.801327
-1009.312547,10,185.807122
-101.532244,8,185.811548
-81.983143,8,185.814462
-1784.847892,9,185.819624
-1471.994739,9,185.823826
-7042.560053,10,185.827268
-1199.899028,9,185.831026
-1096.66558,9,185.835997
-4460.999947,9,185.844191
-1198.910998,9,185.851809
-733.512098,9,185.855488
-268.218463,8,185.858012
-1741.81289,9,185.860802
-4943.957786,9,185.86467
-1201.579353,9,185.868291
-116.715207,7,185.871053
-4034.819968,9,185.874537
-755.453673,9,185.88262
-695.926117,13,185.888074
-140.973767,8,185.89115
-4785.455198,13,185.896781
-1613.267754,9,185.90082
-1643.184072,9,186.67309
-109.171858,8,186.677007
-1215.189829,11,186.683727
-1254.333467,9,186.686199
-102.27066,7,186.688237
-1079.733061,9,186.690531
-1070.671367,9,186.695752
-590.540527,8,186.705702
-1522.831397,10,186.709436
-246.083842,8,186.715027
-4525.324808,10,186.718787
-1975.060432,10,186.721851
-5753.967492,10,186.724627
-2259.753656,9,186.726884
-104.005317,8,186.729049
-5126.998918,11,186.731988
-314.869277,8,186.734068
-3188.007802,10,186.736568
-82.734749,7,186.738478
-2298.940907,9,186.740807
-3538.44424,9,186.743064
-570.67482,10,186.748352
-4646.630831,9,186.751884
-2255.373435,9,186.755331
-1182.106048,9,186.758688
-379.407509,9,186.762111
-1565.499197,9,186.765367
-1550.832313,11,186.769106
-4183.99243,9,186.77226
-721.775081,8,186.774913
-948.811172,8,186.777915
-5843.683117,10,186.781388
-1256.248832,9,186.784518
-1437.406517,9,186.787652
-11093.304125,10,186.795481
-8781.542083,10,186.802507
-7342.371344,10,186.810052
-4153.403666,11,186.817779
-7000.22338,10,186.825328
-1060.485143,9,186.831789
-5902.730212,10,186.835634
-338.739439,8,186.837663
-2588.410939,10,186.841055
-741.068777,9,186.844161
-595.555026,8,186.846894
-573.3965,10,186.850144
-349.320675,8,186.85294
-4516.646999,10,186.856769
-5380.129283,10,186.860166
-1062.513283,9,186.863171
-2707.45271,9,186.866089
-94.795817,8,186.868734
-399.704642,8,186.871789
-4124.538879,11,186.875507
-642.002287,8,186.878152
-612.187262,8,186.880843
-777.506892,9,186.883851
-7094.64448,12,186.888929
-2298.322035,9,186.895252
-325.113449,8,186.897509
-4176.562211,12,186.900461
-297.120045,8,186.903534
-1217.275558,9,186.906566
-1123.993933,9,186.909468
-1016.996184,9,186.912524
-724.405106,9,186.915531
-428.431379,9,186.918507
-1046.906381,9,186.92195
-558.209598,9,186.924355
-335.04421,8,186.926398
-11238.9236,10,186.92894
-5070.555385,10,186.931629
-377.055026,12,186.934843
-427.031929,10,186.937764
-796.778897,9,186.940215
-123.037986,8,186.942307
-315.801537,8,186.944464
-2347.615166,12,186.947527
-73.874096,8,186.949614
-320.119803,8,186.952093
-11112.406323,10,186.955543
-4925.881088,11,186.959219
-1396.504589,9,186.962292
-1087.430086,9,186.965398
-2842.344162,10,186.96917
-149.321691,8,186.971955
-1657.897737,9,186.974918
-1169.67728,9,186.977863
-120.892108,8,186.980591
-346.659298,8,186.983655
-1018.710761,9,186.986638
-62.123774,8,186.989322
-139.187486,8,186.991979
-658.139662,10,186.995385
-282.833913,9,186.998854
-424.444644,9,187.002016
-1246.791082,9,187.005305
-2517.971634,10,187.010365
-1175.486736,9,187.012694
-1623.970408,9,187.015623
-1055.602978,9,187.018004
-5523.965614,10,187.022294
-936.673635,8,187.024495
-1100.825828,13,187.027735
-711.295771,9,187.030643
-675.201668,8,187.032965
-740.012904,9,187.035397
-6360.588685,10,187.037993
-8635.103895,10,187.040642
-1117.686779,9,187.042963
-1514.720206,9,187.045231
-2685.128782,9,187.048557
-270.276503,8,187.051352
-9407.402471,10,187.054794
-101.586923,8,187.057522
-1069.065345,9,187.060611
-1146.332569,12,187.064915
-370.343999,8,187.067648
-1035.709011,9,187.070652
-314.464319,8,187.073343
-6934.7682,9,187.076453
-261.627433,12,187.080737
-8001.893442,10,187.084014
-4764.637193,9,187.087018
-124.649796,9,187.089968
-5604.42687,10,187.093775
-646.38806,9,187.096845
-1364.424243,9,187.099946
-4431.151281,10,187.103298
-594.398439,9,187.106342
-2232.58255,11,187.110645
-9081.088883,10,187.114444
-158.388713,8,187.117221
-101.323002,8,187.120041
-996.112267,9,187.123805
-1781.539696,9,187.13145
-548.914882,9,187.134586
-918.516891,9,187.137764
-1134.397152,9,187.142756
-108.433448,8,187.145571
-2983.345371,9,187.148766
-1762.244919,9,187.151783
-719.240287,9,187.154855
-83.131561,8,187.157841
-5216.067058,10,187.161481
-5225.532565,12,187.165767
-2785.532245,9,187.168922
-33418.509192,10,187.172424
-130.000236,8,187.175565
-4738.813119,9,187.178766
-4591.568268,10,187.182361
-124.311447,8,187.1852
-59539.080722,11,187.189171
-52.712217,9,187.192459
-1054.331414,9,187.195665
-761.68359,8,187.199414
-7024.178361,10,187.207162
-1388.735132,16,187.218566
-140.433411,10,187.22646
-585.261593,9,187.229383
-130.532556,8,187.231653
-1666.454562,9,187.233932
-5712.667282,10,187.236743
-145.88598,8,187.238923
-1328.988609,9,187.24132
-4672.292396,10,187.243962
-794.747301,8,187.245988
-5792.670923,10,187.248771
-1391.740976,9,187.251173
-545.415924,9,187.254444
-39548.994105,11,187.25851
-151.397592,8,187.261449
-2887.988939,9,187.264624
-123.986173,8,187.267607
-128.216327,7,187.269627
-1075.287796,9,187.271905
-2288.239096,9,187.274272
-1661.901748,9,187.276572
-1327.970171,9,187.278885
-1487.151602,9,187.284365
-2246.554411,9,187.287751
-1054.341244,9,187.291574
-6031.828071,10,187.298742
-560.968493,8,187.305086
-392.277814,8,187.309722
-739.945589,10,187.312321
-379.648649,9,187.315486
-10766.624308,10,187.318925
-1603.750727,9,187.321954
-2266.069155,12,187.325993
-648.26151,8,187.32883
-1946.62661,10,187.3332
-7824.530901,10,187.338016
-717.66091,10,187.345366
-2113.266031,9,187.350244
-332.94658,8,187.352391
-1035.42547,9,187.354748
-269.652888,8,187.356899
-1521.390366,9,187.359288
-2306.775246,11,187.362507
-715.866461,9,187.36656
-764.082461,10,187.369179
-1056.014118,9,187.371584
-119.267809,8,187.373657
-377.534215,8,187.375842
-18097.903912,11,187.379578
-347.440849,9,187.382098
-1070.130012,9,187.384542
-711.892113,9,187.386891
-100.273562,7,187.388704
-92.082874,8,187.390761
-1250.844419,9,187.393344
-1387.160102,9,187.395854
-6058.843189,12,187.399086
-2380.521542,9,187.401546
-1175.084139,9,187.406988
-350.239639,8,187.411305
-7047.068105,10,187.414072
-6899.478373,10,187.419206
-2230.784962,9,187.423068
-996.737209,9,187.425848
-147.971428,8,187.428737
-1111.858551,9,187.43181
-151.460743,8,188.109843
-111.775472,8,188.115052
-5318.213148,9,188.119018
-319.193099,9,188.121836
-3573.778295,10,188.12447
-1076.273896,9,188.126842
-3717.26572,10,188.129941
-362.200504,9,188.133181
-299.658763,9,188.139409
-113.133404,8,188.1415
-250.007061,8,188.14377
-4507.326628,10,188.146884
-2249.808657,10,188.152318
-1007.443704,9,188.15538
-2043.643035,9,188.158497
-4329.515788,11,188.162284
-107.120476,7,188.16485
-1520.251688,9,188.168626
-527.241706,9,188.171721
-570.424063,13,188.17603
-127.008624,8,188.178784
-8533.414962,10,188.182783
-1699.422685,9,188.186005
-1563.283281,9,188.189196
-136.881813,11,188.192949
-3324.434375,10,188.197819
-8507.166528,12,188.202295
-4654.934482,9,188.207903
-1696.633609,9,188.214898
-696.156371,9,188.218278
-1065.307368,9,188.221348
-126.83331,8,188.227747
-552.433027,8,188.23395
-7618.270683,10,188.236853
-4277.661584,11,188.239914
-4518.109923,9,188.242398
-1758.917843,9,188.244879
-523.223552,9,188.247852
-1027.971542,9,188.250269
-2294.316847,9,188.252656
-246.110562,8,188.254711
-73.226348,8,188.257022
-4926.188608,9,188.259583
-1458.546194,9,188.262378
-9225.498875,12,188.265756
-1167.976374,9,188.268206
-364.5208,8,188.270439
-2158.553937,9,188.272952
-1175.071312,9,188.275501
-243.324848,8,188.27782
-959.672895,9,188.281106
-281.339505,9,188.284332
-1142.344992,9,188.287474
-1234.302423,11,188.291154
-1035.963624,9,188.294346
-104.382979,7,188.29692
-112.904755,8,188.299684
-755.749175,8,188.302387
-7120.370364,10,188.306309
-5461.204547,10,188.313962
-710.450475,9,188.320428
-1604.343979,9,188.326399
-135.215321,10,188.329851
-992.616227,9,188.332924
-135.761125,8,188.335706
-116.7669,8,188.338411
-278.757135,8,188.341278
-120.675049,8,188.344167
-35411.161804,11,188.347898
-4228.905606,12,188.351864
-4175.45693,10,188.355319
-289.111795,8,188.358133
-1153.456228,9,188.361232
-326.545182,8,188.364828
-2275.366935,9,188.3673
-2251.776638,9,188.369703
-582.831753,9,188.37248
-647.555621,9,188.375563
-3590.894636,10,188.378916
-378.573736,8,188.38167
-1070.985061,9,188.384709
-2195.446474,9,188.387959
-1463.093001,9,188.391093
-997.859443,9,188.394041
-1065.582244,12,188.398116
-5989.917925,10,188.401474
-1660.942184,9,188.404871
-540.317814,11,188.408624
-165.802893,8,188.41143
-1028.881146,9,188.414483
-1274.738268,9,188.417578
